Function,sup1,sup2,sup3,sup4,sup5,salary,gender,disabled,race,yearsInPosition,yearsInProfession,age,cred1,cred2,highestDegree,inst1,inst2,inst3,inst4,inst5,instBudget,City,State_x,Zip,country,Category,instSize,instType,T01,T09,T10,T11,T12,T13,T14,T15,T16,T19,T20,T21,T22,T23,T24,T25,T27,T28,T29,T40,T41,T50,T51,T53,T99,Place Name,State_y,State Abbreviation,County,Latitude,Longitude,Unnamed: 7
position6,2,0,0,86,50,78680.0,Man,False,Caucasian,16.0,16.0,40.0,False,False,Doctoral,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Miami,Florida,FL,Miami-Dade,25.7205,-80.2728,
position9,0,1,0,127,15,61200.0,Man,False,Hispanic,8.0,20.0,38.0,False,True,Master's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Miami,Florida,FL,Miami-Dade,25.7205,-80.2728,
position11,1,0,0,7,2,59443.0,Woman,False,Caucasian,3.0,3.0,54.0,False,False,Master's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Miami,Florida,FL,Miami-Dade,25.7205,-80.2728,
position15,1,4,0,100,0,86070.0,Man,False,Caucasian,20.0,20.0,60.0,False,False,Associate's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Miami,Florida,FL,Miami-Dade,25.7205,-80.2728,
position7,0,0,0,1,3,53237.0,Woman,False,Hispanic,9.0,9.0,33.0,False,False,Doctoral,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Miami,Florida,FL,Miami-Dade,25.7205,-80.2728,
position10,3,0,0,29,0,78838.0,Woman,False,Caucasian,20.0,20.0,58.0,False,False,Bachelor's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Miami,Florida,FL,Miami-Dade,25.7205,-80.2728,
position6,0,0,0,70,0,52860.0,Woman,False,Caucasian,3.0,3.0,29.0,False,False,Master's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Miami,Florida,FL,Miami-Dade,25.7205,-80.2728,
position12,0,0,0,15,50,47000.0,Woman,False,Caucasian,0.0,3.0,25.0,False,False,Master's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Miami,Florida,FL,Miami-Dade,25.7205,-80.2728,
position14,0,0,0,0,0,65110.0,Man,False,Hispanic,6.0,6.0,36.0,False,False,Master's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Miami,Florida,FL,Miami-Dade,25.7205,-80.2728,
position10,0,0,0,6,0,47250.0,Man,False,Caucasian,18.0,18.0,38.0,False,False,Bachelor's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Miami,Florida,FL,Miami-Dade,25.7205,-80.2728,
position17,0,0,0,20,0,43860.0,Woman,False,Hispanic,2.0,3.0,27.0,False,False,Bachelor's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Miami,Florida,FL,Miami-Dade,25.7205,-80.2728,
position5,0,0,0,2,0,45000.0,Man,False,Caucasian,1.0,1.0,23.0,False,False,Bachelor's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Miami,Florida,FL,Miami-Dade,25.7205,-80.2728,
position22,0,0,0,2,0,42392.0,Woman,False,African American,7.0,7.0,44.0,False,False,Associate's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Miami,Florida,FL,Miami-Dade,25.7205,-80.2728,
position11,0,0,0,12,0,37791.0,Woman,False,Hispanic,7.0,7.0,44.0,False,False,No College Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Miami,Florida,FL,Miami-Dade,25.7205,-80.2728,
position15,0,0,0,100,0,31824.0,Man,False,Hispanic,2.0,2.0,24.0,False,False,Bachelor's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Miami,Florida,FL,Miami-Dade,25.7205,-80.2728,
position9,1,2,1,20,0,50000.0,Man,False,Caucasian,11.0,14.0,39.0,False,False,Bachelor's Degree,2,1,1,4,0,40000.0,Winter Park,FL,32789,United States,one,3237.0,Private Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Winter Park,Florida,FL,Orange,28.5978,-81.3534,
position1,15,11,8,10,2,88697.0,Man,False,Caucasian,10.0,35.0,59.0,True,False,Master's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Tampa,Florida,FL,Hillsborough,28.06,-82.4079,
position3,14,11,8,10,2,65725.0,Man,False,Caucasian,10.0,16.0,40.0,False,False,Master's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Tampa,Florida,FL,Hillsborough,28.06,-82.4079,
position13,2,3,1,40,8,51693.0,Woman,False,African American,4.0,8.0,40.0,False,False,Doctoral,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Tampa,Florida,FL,Hillsborough,28.06,-82.4079,
position13,1,3,1,50,1,47000.0,Man,False,Caucasian,3.0,6.0,40.0,False,False,Master's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Tampa,Florida,FL,Hillsborough,28.06,-82.4079,
position13,2,5,2,375,1,47000.0,Man,False,Caucasian,2.0,7.0,32.0,False,False,Master's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Tampa,Florida,FL,Hillsborough,28.06,-82.4079,
position13,3,0,2,40,2,47000.0,Man,False,Caucasian,1.0,6.0,40.0,False,False,Master's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Tampa,Florida,FL,Hillsborough,28.06,-82.4079,
position12,0,0,1,30,10,36615.0,Woman,False,Caucasian,3.0,3.0,28.0,False,False,Master's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Tampa,Florida,FL,Hillsborough,28.06,-82.4079,
position6,0,0,1,40,2,36615.0,Woman,False,African American,1.0,1.0,26.0,False,False,Master's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Tampa,Florida,FL,Hillsborough,28.06,-82.4079,
position27,0,0,1,30,5,36615.0,Woman,False,Caucasian,7.0,7.0,31.0,False,False,Bachelor's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Tampa,Florida,FL,Hillsborough,28.06,-82.4079,
position20,0,0,1,30,2,36615.0,Man,False,Caucasian,4.0,4.0,29.0,False,False,Master's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Tampa,Florida,FL,Hillsborough,28.06,-82.4079,
position11,0,0,2,20,0,36615.0,Woman,False,Caucasian,6.0,6.0,30.0,False,False,Master's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Tampa,Florida,FL,Hillsborough,28.06,-82.4079,
position15,0,0,1,50,2,36615.0,Man,False,Caucasian,2.0,2.0,26.0,False,False,Master's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Tampa,Florida,FL,Hillsborough,28.06,-82.4079,
position17,1,0,0,10,2,48721.0,Woman,False,Caucasian,25.0,25.0,48.0,False,False,Bachelor's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Tampa,Florida,FL,Hillsborough,28.06,-82.4079,
position9,0,0,2,375,2,36615.0,Man,False,Caucasian,1.0,1.0,26.0,False,False,Master's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Tampa,Florida,FL,Hillsborough,28.06,-82.4079,
position5,0,0,0,10,0,30000.0,Woman,False,Other,2.0,2.0,25.0,False,False,Bachelor's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Tampa,Florida,FL,Hillsborough,28.06,-82.4079,
position20,0,0,0,30,10,28495.0,Woman,False,Caucasian,8.0,8.0,38.0,False,False,Bachelor's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Tampa,Florida,FL,Hillsborough,28.06,-82.4079,
position1,3,0,0,25,8,46200.0,Woman,False,Caucasian,2.0,9.0,31.0,False,False,Master's Degree,4,0,3,125,8,250000.0,Deland,FL,32723,United States,one,3961.0,Private Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Deland,Florida,FL,,29.0275,-81.3068,
position15,0,0,1,50,0,34500.0,Man,False,Caucasian,3.0,4.0,26.0,False,False,Master's Degree,4,0,3,125,8,250000.0,Deland,FL,32723,United States,one,3961.0,Private Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Deland,Florida,FL,,29.0275,-81.3068,
position9,0,0,2,30,0,33500.0,Man,False,Caucasian,0.0,2.0,25.0,False,False,Master's Degree,4,0,3,125,8,250000.0,Deland,FL,32723,United States,one,3961.0,Private Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Deland,Florida,FL,,29.0275,-81.3068,
position22,0,0,0,20,0,36350.0,Man,False,African American,2.0,2.0,29.0,False,False,Master's Degree,4,0,3,125,8,250000.0,Deland,FL,32723,United States,one,3961.0,Private Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Deland,Florida,FL,,29.0275,-81.3068,
position1,7,4,9,230,14,69465.0,Man,False,Caucasian,42.0,42.0,67.0,True,False,Master's Degree,8,4,9,230,14,1966569.0,Pensacola,FL,32514,United States,one,12652.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Pensacola,Florida,FL,Escambia,30.5241,-87.2167,
position3,3,1,4,110,11,63054.0,Woman,False,Caucasian,10.0,30.0,60.0,False,False,Master's Degree,8,4,9,230,14,1966569.0,Pensacola,FL,32514,United States,one,12652.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Pensacola,Florida,FL,Escambia,30.5241,-87.2167,
position3,2,1,5,120,3,57304.0,Man,False,Caucasian,7.0,14.0,38.0,True,False,Master's Degree,8,4,9,230,14,1966569.0,Pensacola,FL,32514,United States,one,12652.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Pensacola,Florida,FL,Escambia,30.5241,-87.2167,
position4,0,0,1,30,3,45263.0,Woman,False,Caucasian,20.0,20.0,50.0,False,False,Master's Degree,8,4,9,230,14,1966569.0,Pensacola,FL,32514,United States,one,12652.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Pensacola,Florida,FL,Escambia,30.5241,-87.2167,
position6,0,0,2,60,3,42440.0,Woman,False,Caucasian,15.0,15.0,40.0,True,False,Master's Degree,8,4,9,230,14,1966569.0,Pensacola,FL,32514,United States,one,12652.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Pensacola,Florida,FL,Escambia,30.5241,-87.2167,
position20,0,1,1,13,1,41043.0,Man,False,Caucasian,9.0,13.0,37.0,False,False,Doctoral,8,4,9,230,14,1966569.0,Pensacola,FL,32514,United States,one,12652.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Pensacola,Florida,FL,Escambia,30.5241,-87.2167,
position15,0,0,2,45,0,36806.0,Woman,False,Caucasian,3.0,5.0,27.0,False,True,Master's Degree,8,4,9,230,14,1966569.0,Pensacola,FL,32514,United States,one,12652.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Pensacola,Florida,FL,Escambia,30.5241,-87.2167,
position9,0,0,3,70,0,35900.0,Man,False,Caucasian,3.0,3.0,28.0,False,False,Master's Degree,8,4,9,230,14,1966569.0,Pensacola,FL,32514,United States,one,12652.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Pensacola,Florida,FL,Escambia,30.5241,-87.2167,
position5,0,0,0,7,0,34964.0,Woman,False,Caucasian,4.0,4.0,28.0,False,False,Bachelor's Degree,8,4,9,230,14,1966569.0,Pensacola,FL,32514,United States,one,12652.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Pensacola,Florida,FL,Escambia,30.5241,-87.2167,
position25,0,0,0,6,0,37790.0,Man,False,Caucasian,10.0,10.0,67.0,False,False,Associate's Degree,8,4,9,230,14,1966569.0,Pensacola,FL,32514,United States,one,12652.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Pensacola,Florida,FL,Escambia,30.5241,-87.2167,
position10,0,0,1,1,0,41299.0,Woman,False,Caucasian,11.0,11.0,37.0,False,False,Master's Degree,8,4,9,230,14,1966569.0,Pensacola,FL,32514,United States,one,12652.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Pensacola,Florida,FL,Escambia,30.5241,-87.2167,
position10,0,0,0,4,0,33524.0,Woman,False,Caucasian,17.0,17.0,54.0,False,False,No College Degree,8,4,9,230,14,1966569.0,Pensacola,FL,32514,United States,one,12652.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Pensacola,Florida,FL,Escambia,30.5241,-87.2167,
position1,3,0,1,55,1,52000.0,Man,False,Caucasian,2.0,8.0,32.0,False,False,Master's Degree,4,0,1,67,1,564396.0,Saint Petersburg,FL,33701,United States,one,4587.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Saint Petersburg,Florida,FL,Pinellas,27.7723,-82.6386,
position2,0,0,1,35,1,42000.0,Man,False,Caucasian,2.0,6.0,31.0,False,False,Master's Degree,4,0,1,67,1,564396.0,Saint Petersburg,FL,33701,United States,one,4587.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Saint Petersburg,Florida,FL,Pinellas,27.7723,-82.6386,
position13,0,0,0,20,0,35000.0,Man,False,Caucasian,2.0,2.0,25.0,False,False,Bachelor's Degree,4,0,1,67,1,564396.0,Saint Petersburg,FL,33701,United States,one,4587.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Saint Petersburg,Florida,FL,Pinellas,27.7723,-82.6386,
position22,0,0,0,0,0,35000.0,Man,False,Caucasian,2.0,2.0,29.0,False,False,Bachelor's Degree,4,0,1,67,1,564396.0,Saint Petersburg,FL,33701,United States,one,4587.0,Public Institution,250,21480910,452370,187639,702340,2422718,10412,2719350,370993,700198,8663,14000,298604,16275,1380910,187182,24569,198483,4554,0,2043750,1710,2109370,49100,0,Saint Petersburg,Florida,FL,Pinellas,27.7723,-82.6386,
position22,5,0,0,0,0,109000.0,Man,False,African American,4.0,28.0,55.0,False,False,Master's Degree,11,5,7,400,10,2700000.0,Mount Pleasant,MI,48859,United States,one,27626.0,Public Institution,1919910,8419195,143641,106903,362397,964119,4252,28412,942148,1338497,16540,0,22621,58440,979061,54695,27357,164127,188854,7874712,881011,177,233416,73488,0,Mount Pleasant,Michigan,MI,Isabella,43.5647,-84.8473,
position15,2,2,0,15,0,68000.0,Man,False,African American,8.0,15.0,38.0,False,False,Master's Degree,11,5,7,400,10,2700000.0,Mount Pleasant,MI,48859,United States,one,27626.0,Public Institution,1919910,8419195,143641,106903,362397,964119,4252,28412,942148,1338497,16540,0,22621,58440,979061,54695,27357,164127,188854,7874712,881011,177,233416,73488,0,Mount Pleasant,Michigan,MI,Isabella,43.5647,-84.8473,
position5,0,0,2,4,0,65000.0,Man,False,Caucasian,3.0,3.0,48.0,False,False,Bachelor's Degree,11,5,7,400,10,2700000.0,Mount Pleasant,MI,48859,United States,one,27626.0,Public Institution,1919910,8419195,143641,106903,362397,964119,4252,28412,942148,1338497,16540,0,22621,58440,979061,54695,27357,164127,188854,7874712,881011,177,233416,73488,0,Mount Pleasant,Michigan,MI,Isabella,43.5647,-84.8473,
position13,3,0,1,2,0,62000.0,Woman,False,Caucasian,13.0,20.0,45.0,False,False,Master's Degree,11,5,7,400,10,2700000.0,Mount Pleasant,MI,48859,United States,one,27626.0,Public Institution,1919910,8419195,143641,106903,362397,964119,4252,28412,942148,1338497,16540,0,22621,58440,979061,54695,27357,164127,188854,7874712,881011,177,233416,73488,0,Mount Pleasant,Michigan,MI,Isabella,43.5647,-84.8473,
position15,0,0,1,30,0,42000.0,Man,False,Caucasian,2.0,5.0,29.0,False,False,Master's Degree,11,5,7,400,10,2700000.0,Mount Pleasant,MI,48859,United States,one,27626.0,Public Institution,1919910,8419195,143641,106903,362397,964119,4252,28412,942148,1338497,16540,0,22621,58440,979061,54695,27357,164127,188854,7874712,881011,177,233416,73488,0,Mount Pleasant,Michigan,MI,Isabella,43.5647,-84.8473,
position15,0,0,1,30,0,38000.0,Woman,False,Caucasian,3.0,5.0,25.0,False,False,Master's Degree,11,5,7,400,10,2700000.0,Mount Pleasant,MI,48859,United States,one,27626.0,Public Institution,1919910,8419195,143641,106903,362397,964119,4252,28412,942148,1338497,16540,0,22621,58440,979061,54695,27357,164127,188854,7874712,881011,177,233416,73488,0,Mount Pleasant,Michigan,MI,Isabella,43.5647,-84.8473,
position9,0,0,1,50,0,41000.0,Man,False,Caucasian,4.0,4.0,28.0,False,False,Master's Degree,11,5,7,400,10,2700000.0,Mount Pleasant,MI,48859,United States,one,27626.0,Public Institution,1919910,8419195,143641,106903,362397,964119,4252,28412,942148,1338497,16540,0,22621,58440,979061,54695,27357,164127,188854,7874712,881011,177,233416,73488,0,Mount Pleasant,Michigan,MI,Isabella,43.5647,-84.8473,
position4,0,0,0,35,0,43000.0,Man,False,Caucasian,3.0,3.0,42.0,False,False,Bachelor's Degree,11,5,7,400,10,2700000.0,Mount Pleasant,MI,48859,United States,one,27626.0,Public Institution,1919910,8419195,143641,106903,362397,964119,4252,28412,942148,1338497,16540,0,22621,58440,979061,54695,27357,164127,188854,7874712,881011,177,233416,73488,0,Mount Pleasant,Michigan,MI,Isabella,43.5647,-84.8473,
position6,0,0,1,45,0,36000.0,Woman,False,Caucasian,2.0,3.0,27.0,False,False,Master's Degree,11,5,7,400,10,2700000.0,Mount Pleasant,MI,48859,United States,one,27626.0,Public Institution,1919910,8419195,143641,106903,362397,964119,4252,28412,942148,1338497,16540,0,22621,58440,979061,54695,27357,164127,188854,7874712,881011,177,233416,73488,0,Mount Pleasant,Michigan,MI,Isabella,43.5647,-84.8473,
position10,1,1,0,0,0,48000.0,Woman,False,Caucasian,3.0,3.0,38.0,False,False,Master's Degree,11,5,7,400,10,2700000.0,Mount Pleasant,MI,48859,United States,one,27626.0,Public Institution,1919910,8419195,143641,106903,362397,964119,4252,28412,942148,1338497,16540,0,22621,58440,979061,54695,27357,164127,188854,7874712,881011,177,233416,73488,0,Mount Pleasant,Michigan,MI,Isabella,43.5647,-84.8473,
position19,1,1,0,2,0,45000.0,Woman,False,Caucasian,8.0,8.0,43.0,False,False,Bachelor's Degree,11,5,7,400,10,2700000.0,Mount Pleasant,MI,48859,United States,one,27626.0,Public Institution,1919910,8419195,143641,106903,362397,964119,4252,28412,942148,1338497,16540,0,22621,58440,979061,54695,27357,164127,188854,7874712,881011,177,233416,73488,0,Mount Pleasant,Michigan,MI,Isabella,43.5647,-84.8473,
position19,0,0,2,85,0,59998.0,Woman,False,Caucasian,14.0,14.0,43.0,False,False,Master's Degree,5,2,3,200,1,1900000.0,Ypsilanti,MI,48197,United States,one,23518.0,Public Institution,1919910,8419195,143641,106903,362397,964119,4252,28412,942148,1338497,16540,0,22621,58440,979061,54695,27357,164127,188854,7874712,881011,177,233416,73488,0,Ypsilanti,Michigan,MI,Washtenaw,42.2325,-83.6336,
position11,1,0,1,30,0,49201.0,Man,False,Caucasian,2.0,10.0,28.0,False,False,Master's Degree,5,2,3,200,1,1900000.0,Ypsilanti,MI,48197,United States,one,23518.0,Public Institution,1919910,8419195,143641,106903,362397,964119,4252,28412,942148,1338497,16540,0,22621,58440,979061,54695,27357,164127,188854,7874712,881011,177,233416,73488,0,Ypsilanti,Michigan,MI,Washtenaw,42.2325,-83.6336,
position22,0,0,0,20,0,64682.0,Man,False,African American,8.0,33.0,54.0,False,False,Bachelor's Degree,5,2,3,200,1,1900000.0,Ypsilanti,MI,48197,United States,one,23518.0,Public Institution,1919910,8419195,143641,106903,362397,964119,4252,28412,942148,1338497,16540,0,22621,58440,979061,54695,27357,164127,188854,7874712,881011,177,233416,73488,0,Ypsilanti,Michigan,MI,Washtenaw,42.2325,-83.6336,
